順位,キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
177,胆管結石,21800,340,1.898,0.044,37,63,1,6,9,17,25,22,20
178,脳卒中 前兆,30900,340,1.487,0.309,39,61,4,12,17,24,22,12,9
179,乳腺症,36500,340,1.305,0.043,10,90,1,7,19,35,22,10,6
180,逆流性食道炎 背中の痛み,9700,330,2.625,0.866,31,69,1,5,14,26,26,17,11
181,神経性胃炎 症状,11400,330,2.501,0.951,28,72,1,6,8,16,30,21,18
182,へその右側が痛い,13300,330,2.305,0.015,36,64,1,6,13,23,28,17,12
183,炎症性腸疾患,15700,330,2.179,0.869,31,69,3,11,14,22,22,15,13
184,軟便,30800,330,1.513,0.359,30,70,2,7,15,17,20,18,21
185,下剤 効くまでの時間,35900,330,1.323,0.896,40,60,3,9,19,27,20,10,12
186,急性虫垂炎,22700,320,1.769,0.014,38,62,6,18,21,25,17,8,5
187,急性腸炎,22800,320,1.74,0.191,32,68,4,15,19,23,20,11,8
188,cea 腫瘍マーカー 基準値,25900,320,1.699,0.155,39,61,0,3,3,11,20,24,39
189,直腸,25400,320,1.691,0,44,56,3,9,10,16,20,20,22
190,テプレノン,34700,320,1.346,0.017,37,63,0,8,14,20,23,18,17
191,左上腹部の痛み,10400,310,2.513,0.001,25,75,4,12,16,23,23,13,9
192,急性胆嚢炎,15800,310,2.098,0,38,62,1,13,15,21,24,15,11
193,スキルス胃がん,19700,310,1.894,0.26,38,62,3,13,18,20,18,14,14
194,逆流性食道炎 咳,24500,310,1.647,0.452,27,73,1,7,15,25,24,18,10
195,腹部超音波検査,25000,310,1.636,0.524,32,68,1,5,12,26,26,16,14
196,酸化マグネシウム 副作用,31900,310,1.454,0.023,25,75,1,6,10,13,21,20,29
197,切れ痔 出血,32400,310,1.37,0.538,28,72,4,18,21,22,17,10,8
198,モルヒネ投与から余命,31800,310,1.369,0.293,30,70,2,8,15,24,27,15,9
199,アミロイドーシス,33300,310,1.357,0.591,37,63,1,10,10,17,23,20,19
200,腰が痛い病気,34500,310,1.324,0.874,27,73,2,4,7,20,30,20,17
201,胆管炎 症状,14200,300,2.199,0.127,28,72,0,8,7,15,25,23,22
202,輸血 副作用,16100,300,2.052,0.809,20,80,1,15,11,17,24,18,14
203,スクラート胃腸薬,16600,300,2.001,0.034,33,67,1,9,14,22,23,17,14
204,無気肺とは,21600,300,1.781,0.003,25,75,1,25,15,20,18,12,9
205,イレウス 腸閉塞 違い,20800,300,1.774,0.836,27,73,1,12,14,22,24,17,10
206,潰瘍性大腸炎 食事,24000,300,1.654,0.017,27,73,1,9,11,20,26,19,14
207,ブリストルスケール,24400,300,1.628,0.756,23,77,3,28,19,22,17,7,4
208,皮下注射,27400,300,1.517,0.796,20,80,2,22,18,22,18,10,8
209,血清アミラーゼ,30700,300,1.42,0.263,35,65,0,4,7,19,28,22,20
210,炎症反応 数値 基準,30700,300,1.42,0.067,27,73,0,3,9,18,25,24,21
211,慢性胃炎 症状,8100,290,2.688,0.065,30,70,2,9,15,20,22,18,14
212,安中散 漢方,17300,290,1.96,0.003,23,77,1,4,10,21,25,21,18
213,肋骨の下あたりが痛い 右,18800,290,1.854,0.385,27,73,2,5,8,19,29,22,15
214,肝炎,24200,290,1.606,0,40,60,1,10,16,22,22,15,14
215,胸が詰まる感じ,27300,290,1.477,0.973,30,70,2,6,10,21,28,20,13
216,ゲップ 止まらない,28400,290,1.426,0.004,33,67,5,14,18,22,23,11,7
217,脈拍数 少ない 原因,32500,290,1.363,0.311,27,73,1,2,3,11,24,25,34
218,胃下垂 症状,14300,280,2.091,0.983,26,74,5,9,12,19,23,17,15
219,代謝性アシドーシス,19400,280,1.793,0.022,27,73,3,32,18,20,15,8,4
220,内臓,20000,280,1.734,0.014,43,57,3,8,14,25,24,14,12
221,胸焼け,25700,280,1.544,0.089,44,56,7,14,17,17,16,13,16
222,胃液が上がってくる 症状,27300,280,1.457,0.087,33,67,4,12,16,18,20,15,15
223,ロペラミド塩酸塩カプセル1mg,28000,280,1.449,0.568,36,64,1,6,9,15,22,22,25
224,不随意運動,28000,280,1.419,0.202,28,72,2,12,14,23,25,16,8
225,細菌性肺炎,29800,280,1.362,0.975,27,73,2,9,13,20,23,19,14
226,尿沈渣,29200,280,1.345,0.654,26,74,1,8,12,28,28,15,8
227,胆石症 症状,7100,270,2.748,0.001,32,68,2,11,11,18,27,18,13
228,小腸の病気,7600,270,2.736,0.075,28,72,0,1,4,13,25,28,29
229,胃酸を抑える食べ物,10900,270,2.312,0.828,34,66,1,6,9,19,28,20,17
230,胆石の痛み,12200,270,2.217,0.005,31,69,1,1,6,18,27,24,23
231,胆石 痛みを和らげる方法,12900,270,2.146,0.159,36,64,1,2,8,20,32,22,15
232,膵炎 治療方法,13000,270,2.143,0.315,43,57,0,5,11,21,27,21,15
233,横隔膜 痛い,16900,270,1.88,0.008,33,67,3,7,12,21,26,17,14
234,消化器内科とは,18400,270,1.817,0.001,29,71,1,6,9,18,29,22,15
235,ファモチジンod錠20mg,19500,270,1.792,0.273,33,67,0,5,9,16,21,22,27
236,悪性症候群,22200,270,1.603,0.207,35,65,1,23,19,23,19,10,5
237,背中痛い,22800,270,1.547,0.126,25,75,5,14,21,28,21,7,4
238,悪心,24800,270,1.507,0.403,41,59,3,14,19,21,18,12,13
239,糖尿病 合併症,26000,270,1.491,0.498,31,69,2,14,9,14,22,21,18
240,盲腸 入院期間,27300,270,1.414,0.174,35,65,4,11,17,24,23,13,8
241,ラコール,29600,270,1.328,0.229,28,72,2,12,14,22,24,16,10
242,ピロリ菌 検査方法,11400,260,2.226,0.07,32,68,1,10,18,24,22,14,11
243,胃のむかつき 原因は,17200,260,1.846,0,27,73,1,11,16,22,23,15,12
244,バソプレシン,18200,260,1.844,0.021,34,66,19,34,12,14,12,5,4
245,胃 ポリープ,19100,260,1.694,0.565,34,66,1,3,17,35,26,12,6
246,大腸ポリープ 切除,19900,260,1.68,0.365,39,61,0,2,6,17,30,25,20
247,腎炎 症状,20300,260,1.659,0.848,32,68,1,6,15,25,25,16,12
248,肝機能障害,21000,260,1.615,0.633,41,59,1,11,16,22,25,15,10
249,喉頭がんの症状,22100,260,1.596,0.263,47,53,1,2,6,14,23,26,28
250,mri 造影剤,25100,260,1.498,0.231,26,74,1,6,10,21,23,17,22
251,ヘマトクリット 低い 原因,24500,260,1.472,0.263,26,74,1,7,13,26,21,15,17
252,潰瘍性大腸炎 難病 外れる,25600,260,1.459,0.225,39,61,1,6,11,19,28,21,14
253,橈骨神経麻痺,28000,260,1.34,0.737,38,62,2,11,14,21,24,16,12
254,ピロリ菌 ヨーグルト,8600,250,2.475,0.379,40,60,1,4,11,19,29,21,15
255,閉塞性黄疸,10400,250,2.32,0.443,29,71,2,24,13,17,19,13,12
256,急性大動脈解離,17400,250,1.799,0.001,36,64,2,12,13,20,22,16,15
257,右腰の痛み ガンでした,19000,250,1.653,0.002,29,71,0,3,11,28,33,17,8
258,虫垂炎 原因,23000,250,1.496,0.761,33,67,3,13,19,26,21,11,7
259,頻脈とは,25300,250,1.428,0.054,33,67,3,8,8,15,24,21,21
260,ppi,24700,250,1.401,0.171,57,43,1,10,15,23,23,15,13
261,胃酸過多 原因,10200,240,2.312,0.004,30,70,2,8,13,19,25,16,17
262,胃がん 内視鏡手術,10800,240,2.283,0.667,41,59,0,2,3,12,22,27,34
263,イレウス管,13800,240,1.963,0.029,24,76,1,30,17,19,17,10,6
264,穿孔,13800,240,1.96,0.059,49,51,3,15,16,21,22,12,11
265,ウンチの色,19600,240,1.59,0.002,26,74,2,10,17,25,23,14,9
266,アセチルコリン,21200,240,1.556,0.916,36,64,10,20,11,17,19,12,11
267,腸閉塞 入院期間,22600,240,1.493,0.356,35,65,1,3,9,20,27,21,19
268,左胸下痛み,22300,240,1.489,0.839,19,81,2,5,11,22,33,18,9
269,浮動性めまい,24600,240,1.397,0.965,30,70,3,15,17,21,18,13,13
270,mrsa,25100,240,1.377,0.532,29,71,2,20,18,22,19,12,7
271,ナウゼリン 効果,27300,240,1.326,0.09,24,76,3,10,16,22,19,15,15
272,胃癌 症状 初期,8100,230,2.496,0.486,38,62,1,3,8,19,25,21,23
273,胃がチクチク痛む原因,10700,230,2.192,0.004,27,73,4,11,14,23,22,15,11
274,脾臓 痛み,12100,230,2.093,0.976,35,65,2,7,13,21,25,17,15
275,上腸間膜動脈症候群,12100,230,2.047,0.02,33,67,2,13,16,21,23,16,9
276,胆管癌 症状,14100,230,1.972,0.818,28,72,0,3,5,12,26,25,29
277,胃痙攣,13500,230,1.939,0.004,27,73,4,15,24,24,18,9,6
278,大腸癌 症状 初期症状,16100,230,1.83,0.008,37,63,1,5,7,16,23,23,25
279,好中球 基準値,16500,230,1.791,0.046,25,75,1,19,11,17,20,16,16
280,肋骨の下が痛い 左,19200,230,1.655,0.003,22,78,2,6,10,20,24,18,20
281,ガスター,21400,230,1.502,0.013,36,64,3,13,14,21,21,14,14
282,変形性腰椎症,23500,230,1.437,0.057,33,67,1,5,6,14,23,24,27
283,rbc 血液検査,24100,230,1.419,0.626,32,68,1,10,8,14,20,19,28
284,血清鉄,23000,230,1.385,0.649,20,80,1,6,15,36,23,10,9
285,内視鏡検査 費用,8900,220,2.317,0.105,48,52,1,8,14,22,24,17,14
286,胃酸過多 対処,9400,220,2.304,0.205,36,64,3,8,12,18,22,18,19
287,おへその左側が痛い,13000,220,1.93,0.001,16,84,2,6,15,25,28,15,9
288,盲腸癌とは,14200,220,1.887,0.095,28,72,1,4,7,18,25,23,22
289,胆嚢炎 原因,14300,220,1.855,0.003,32,68,1,6,10,18,28,20,17
290,腸ねん転 症状,15400,220,1.764,0.394,34,66,1,5,10,21,25,18,20
291,腸,18600,220,1.609,0.238,32,68,4,10,14,22,21,16,13
292,ケルニッヒ徴候,8800,210,2.304,0.562,40,60,2,50,18,15,9,4,2
293,横行結腸,9000,210,2.28,0.344,32,68,3,9,12,20,23,17,16
294,腸の病気,9700,210,2.258,0.005,28,72,2,3,6,13,24,25,27
295,逆流性食道炎 ストレス,9900,210,2.152,0.022,27,73,6,21,23,25,16,6,3
296,感染性腸炎,10300,210,2.12,0.002,33,67,3,20,20,20,19,11,7
297,逆流性食道炎症状,12300,210,1.958,0.023,25,75,3,12,15,21,24,17,8
298,食後 吐き気,14200,210,1.813,0.325,20,80,5,17,22,21,17,8,10
299,膵癌,14800,210,1.791,0.947,43,57,1,6,10,20,25,21,17
300,食べ過ぎ 胃痛,16300,210,1.654,0.745,24,76,3,15,21,26,19,10,6
301,キャベジンコーワα,19700,210,1.542,0.017,43,57,1,5,10,15,19,20,30
302,ppi とは,19500,210,1.499,0.142,45,55,1,13,11,19,21,17,18
303,壊死性筋膜炎,21800,210,1.397,0.599,38,62,2,14,16,21,21,15,11
304,寝不足で起こる症状,22800,210,1.318,0.697,33,67,8,9,13,23,25,14,8
305,消化性潰瘍,4500,200,2.934,0.031,31,69,3,27,16,18,17,10,9
306,ブルンベルグ徴候,6400,200,2.571,0.026,30,70,5,52,14,13,10,4,2
307,右季肋部痛,6400,200,2.522,0.171,27,73,2,26,19,22,18,8,5
308,胃酸過多,8200,200,2.316,0.128,34,66,4,10,16,19,19,14,18
309,ガスター10 効くまでの時間,8500,200,2.296,0.001,37,63,1,5,11,19,26,19,19
310,上部消化管内視鏡検査,8600,200,2.289,0.001,30,70,3,27,13,17,18,11,11
311,みぞおち 左側 痛み,9600,200,2.121,0.001,31,69,1,6,16,27,28,14,8
312,胆石 食事,13900,200,1.806,0.857,24,76,0,3,8,18,29,24,18
313,内視鏡,14700,200,1.706,0.389,50,50,5,12,17,21,18,13,14
314,グルカゴン,16100,200,1.679,0.333,35,65,8,19,12,19,18,14,10
315,ベリチーム配合顆粒,18600,200,1.564,0,31,69,1,6,10,16,20,20,27
316,クレアチニン 低い,19600,200,1.465,0.749,17,83,0,8,12,21,25,18,16
317,合併症とは,19900,200,1.457,0.052,44,56,8,13,12,17,19,15,16
318,放散痛,19600,200,1.425,0.964,32,68,1,13,18,20,22,16,10
319,esbl 感染症,20100,200,1.381,0.256,27,73,0,16,13,22,26,16,7
320,胆嚢炎 症状,7400,190,2.378,0.008,28,72,1,12,14,19,26,15,13
321,消化管穿孔,7900,190,2.301,0.003,33,67,2,25,16,19,19,11,8
322,胆のう,10100,190,2.047,0.003,44,56,3,8,13,21,26,15,14
323,急性膵炎 原因,10800,190,1.947,0.001,34,66,1,10,13,24,26,16,10
324,胃腸の調子が良くない,11800,190,1.86,0.001,20,80,2,11,17,27,24,11,8
325,aso 医療,14800,190,1.693,0.547,22,78,0,35,26,23,11,3,2
326,ガスがよく出る,19700,190,1.455,0.428,26,74,1,3,6,13,23,25,29
327,貧血に良い食べ物 即効性,21300,190,1.376,0.247,33,67,1,2,4,11,25,30,27
328,振戦とは,21200,190,1.34,0.767,32,68,2,9,10,18,26,22,13
329,徐脈とは,21700,190,1.324,0.023,34,66,2,9,7,14,22,22,24
330,潰瘍とは,7000,180,2.357,0.014,33,67,7,28,16,19,16,8,6
331,胃が重い 原因 女性,10200,180,1.99,0.003,6,94,1,4,9,22,29,19,16
332,食べても痩せる病気,12500,180,1.778,0.051,26,74,2,6,11,19,30,20,12
333,腎臓が悪い 症状,12500,180,1.774,0.608,30,70,1,8,13,22,27,15,14
334,ストレス 腹痛,13500,180,1.741,0.002,26,74,13,24,24,23,10,3,3
335,鉄欠乏性貧血 症状,13000,180,1.713,0.183,15,85,3,15,17,31,20,8,6
336,胃底腺ポリープ,13500,180,1.691,0.092,32,68,0,6,12,28,28,16,10
337,左肋骨下の痛み女性,14600,180,1.654,0.075,1,99,1,7,14,23,28,17,10
338,ご飯食べるとお腹痛い,15500,180,1.6,0.267,18,82,13,31,24,18,10,2,2
339,アルダクトン,16100,180,1.57,0.55,30,70,1,23,19,20,17,11,9
340,セルベール,16900,180,1.486,0.009,31,69,1,9,15,23,23,15,14
341,慢性骨髄性白血病,18200,180,1.421,0.001,31,69,3,15,18,19,20,14,11
342,カムシア配合錠,19100,180,1.4,0.006,38,62,0,8,10,18,24,20,20
343,胃にやさしいレシピ,18300,180,1.393,0.007,15,85,1,9,17,25,24,16,8
344,胸椎圧迫骨折,20300,180,1.343,0.019,29,71,1,5,6,12,22,26,28
345,腸に良い食べ物,18900,180,1.335,0.535,34,66,2,9,13,23,24,16,13
346,胃がん 血液検査,4300,170,2.752,0.996,33,67,1,10,22,26,21,9,11
347,機能性ディスペプシア 症状,5700,170,2.557,0.862,25,75,3,9,10,17,23,21,17
348,ピロリ菌 うつる,5700,170,2.475,0.866,26,74,2,10,28,31,21,5,3
349,ピロリ菌 感染経路,6700,170,2.347,0.503,39,61,2,13,25,30,18,8,4
350,萎縮性胃炎 治し方,7500,170,2.286,0.218,29,71,0,1,7,16,27,26,23
351,マーフィー徴候,7400,170,2.28,0.044,51,49,1,40,23,19,11,4,2
352,タケキャブ錠,8000,170,2.22,0.3,39,61,1,7,9,14,23,21,25
353,胃の左側が痛い,7900,170,2.168,0.001,22,78,1,8,14,24,25,18,10
354,胃ポリープ 原因 女性,8700,170,2.047,0.002,5,95,1,1,12,29,32,16,9
355,偽膜性腸炎,10500,170,1.895,0.985,32,68,1,16,18,22,22,13,8
356,食道,10900,170,1.894,0.002,36,64,4,12,15,20,20,15,14
357,イルソグラジンマレイン酸塩錠,18500,170,1.359,0.732,31,69,1,6,11,19,24,20,19
358,膵炎 症状 初期女性,6000,160,2.435,0.009,7,93,0,4,10,22,30,20,14
359,胃炎 食事,6800,160,2.305,0.213,25,75,1,9,17,21,22,16,14
360,nsaids 一覧,9200,160,1.999,0.379,33,67,1,18,12,15,20,17,17
361,膵臓癌 症状,9600,160,1.951,0.021,32,68,3,11,17,21,21,15,12
362,背中の痛み 右側,9400,160,1.937,0.004,40,60,1,5,15,27,29,15,8
363,アルサルミン細粒90,10800,160,1.876,0.564,32,68,0,5,10,18,22,21,24
364,食べたらお腹が痛くなる,9900,160,1.863,0.799,15,85,7,18,19,26,18,7,5
365,抗血栓薬,11000,160,1.805,0.026,35,65,1,12,10,17,21,18,21
366,腎機能 検査値,12700,160,1.716,0.029,27,73,1,26,9,12,16,16,20
367,胸のつかえ感,12600,160,1.664,0.134,28,72,1,4,10,22,28,20,15
368,潰瘍性大腸炎 薬,13100,160,1.622,0.831,37,63,1,8,12,21,28,18,12
369,穿孔 とは,13800,160,1.59,0.052,51,49,1,10,7,15,24,23,20
370,検査入院 どんなとき,13800,160,1.56,0.037,37,63,2,12,18,23,22,12,11
371,胸部x線 わかること,14900,160,1.484,0.106,28,72,4,14,15,22,23,15,7
372,好中球 高い,15300,160,1.48,0.204,20,80,1,7,11,21,26,18,16
373,ポリープ,15600,160,1.477,0.062,48,52,8,19,22,21,15,8,7
374,センチネルリンパ節生検,15400,160,1.477,0.037,15,85,1,10,8,23,29,17,12
375,息を吸うと 背中に痛み,15000,160,1.447,0.899,25,75,3,10,17,28,25,11,6
376,アーチスト,16800,160,1.421,0.014,40,60,2,14,12,17,20,16,19
377,寝たきり度,16800,160,1.363,0.11,42,58,0,13,20,27,20,12,8
378,tsh 低い,17600,160,1.337,0.757,16,84,1,7,16,22,26,16,12
379,タール便 色 見本,4400,150,2.661,0.017,27,73,1,10,16,23,26,15,9
380,空腹 吐き気,9700,150,1.857,0.003,21,79,6,30,28,19,10,4,3
381,ファモチジン錠20mg,10100,150,1.828,0.069,36,64,0,4,6,15,23,26,26
382,セルベール整胃錠,11400,150,1.716,0.427,28,72,0,6,9,15,23,23,24
383,肛門が痛い,11600,150,1.66,0.042,41,59,4,7,9,19,24,21,16
384,ards 医療,11700,150,1.658,0.109,30,70,1,29,22,20,15,8,5
385,心臓神経症,13700,150,1.558,0.009,33,67,5,10,13,21,21,15,15
386,憩室炎 食事,14400,150,1.505,0.708,32,68,0,4,8,17,28,24,19
387,急性リンパ性白血病,13800,150,1.498,0.003,33,67,4,17,17,21,19,12,10
388,尿検査でわかること,14500,150,1.48,0.392,33,67,3,7,10,17,24,19,20
389,食べたらすぐに便意,15700,150,1.391,0.971,26,74,6,17,19,23,19,10,6
390,膵臓炎 症状,5100,140,2.461,0.001,45,55,1,5,10,18,22,20,24
391,げっぷがよく出る 胃がん,6900,140,2.13,0.005,38,62,1,3,6,17,25,25,23
392,胃酸過多 市販薬,7500,140,2.044,0.231,37,63,1,5,10,17,25,21,21
393,胃がキューっと痛い,7400,140,2.039,0.435,20,80,3,13,20,30,23,8,3
394,逆流性食道炎 漢方,7700,140,2.029,0.007,26,74,0,4,14,29,27,17,9
395,ジャパンコーマスケール,9300,140,1.864,0.712,22,78,6,34,17,21,16,4,2
396,ソルラクト輸液500ml,10100,140,1.754,0.159,34,66,0,11,13,17,23,18,18
397,お腹チクチクする痛み,9900,140,1.751,0.057,18,82,8,18,20,24,18,8,4
398,ハルトマン手術,10700,140,1.73,0.459,28,72,1,26,22,23,16,8,4
399,エヌセイズ,11500,140,1.636,0.629,23,77,1,27,19,22,18,8,5
400,心気症,12700,140,1.499,0.001,30,70,3,11,16,23,23,15,9
401,アンギオとは,13500,140,1.479,0.788,29,71,0,23,13,19,21,14,10
402,腎機能,14100,140,1.424,0.42,41,59,1,9,12,19,23,17,19
403,日常生活自立支援事業,14100,140,1.414,0.016,31,69,2,13,11,23,27,15,9
404,咳嗽 咳,14300,140,1.4,0.019,30,70,2,13,17,27,22,12,7
405,お腹,14100,140,1.394,0.079,33,67,8,11,16,22,19,11,13
406,整腸剤 効果,14800,140,1.386,0.397,34,66,5,17,18,19,19,13,9
407,フェノフィブラート,15200,140,1.348,0.852,40,60,0,9,12,17,26,22,14
408,便潜血 一回だけ陽性 原因,15100,140,1.307,0,37,63,1,2,13,28,29,18,9
409,慢性胃炎 胃がん 確率,5000,130,2.407,0.265,29,71,1,3,13,22,26,20,15
410,逆流性食道炎 吐き気,5400,130,2.281,0.022,29,71,4,18,26,25,15,7,5
411,ハヴィガースト 発達課題,7400,130,2.044,0.046,18,82,19,40,10,13,11,5,2
412,対光反射,7900,130,1.937,0.004,30,70,5,36,18,19,14,5,3
413,右脇腹 つるような痛み,8200,130,1.878,0.438,27,73,1,5,15,27,29,15,8
414,粘膜下腫瘍,8700,130,1.87,0.003,30,70,1,4,6,18,32,22,17
415,造影ct,8800,130,1.84,0.664,32,68,1,20,18,23,19,11,8
416,右脇腹の痛み 女性,9200,130,1.782,0,4,96,3,10,17,26,25,12,7
417,心筋梗塞 症状,9200,130,1.748,0.015,35,65,5,21,16,18,20,12,8
418,大腸がん 手術方法,9700,130,1.746,0.695,44,56,0,1,5,13,24,28,29
419,内視鏡検査 前日 食事,9600,130,1.71,0.019,39,61,1,5,10,20,29,22,13
420,延髄,11800,130,1.565,0.428,37,63,10,18,15,19,17,11,10
421,ウィルソン病,11600,130,1.522,0.326,32,68,2,19,15,20,20,15,9
422,アルカリフォスファターゼ,12600,130,1.477,0,26,74,2,14,10,17,24,18,15
423,余命宣告されたら,13000,130,1.393,0.545,34,66,3,5,10,21,29,20,12
424,セクレチンとは,4000,120,2.533,0.018,30,70,15,47,10,12,9,4,3
425,胃の不調が続く,4000,120,2.509,0.008,23,77,0,8,15,22,22,18,15
426,腹部ct,5000,120,2.272,0.477,32,68,1,14,13,26,24,13,9
427,ピロリ菌 血液検査,5000,120,2.235,0.111,28,72,1,7,20,30,24,11,7
428,胃拡張の症状,5700,120,2.206,0.56,28,72,2,8,11,18,23,18,20
429,胃カメラ 時間 どれくらい,6300,120,2.058,0.056,33,67,2,9,24,30,21,10,4
430,胃が熱い感じ 原因,6200,120,2.039,0.418,23,77,3,11,18,25,24,12,7
431,みぞおちの左側が痛い,6900,120,2.019,0.584,38,62,3,8,14,20,25,18,12
432,ピロリ菌検査 費用,7400,120,1.91,0.016,34,66,1,5,13,20,27,22,12
433,左肩の痛み がん,7500,120,1.855,0.043,36,64,1,4,9,24,34,17,11
434,腎臓結石 痛み,8400,120,1.816,0.019,42,58,0,1,5,14,27,29,24
435,空気感染,8500,120,1.774,0.312,34,66,5,28,16,20,17,9,5
436,粘血便,8300,120,1.767,0.041,27,73,3,19,28,24,16,7,3
437,ガスモチン 効果,9500,120,1.68,0.63,27,73,1,3,6,15,22,24,29
438,igg4関連疾患 診断基準,9200,120,1.673,0.14,48,52,0,8,14,20,22,20,16
439,電解質異常,9900,120,1.585,0.049,24,76,2,14,13,20,25,16,10
440,ナルラピド,10400,120,1.573,0.116,29,71,0,12,14,26,25,14,9
441,アスパラカリウム300mg,13000,120,1.398,0.022,33,67,1,7,9,14,28,23,18
442,背中が痛い 真ん中,13000,120,1.391,0.271,33,67,2,7,11,18,22,19,21
443,血液検査 炎症反応,12500,120,1.368,0.27,30,70,1,6,14,26,25,18,10
444,うんち 黒い 原因,12800,120,1.362,0.002,24,76,6,25,31,23,10,3,2
445,腹膜刺激症状,4000,110,2.422,0.623,41,59,2,40,25,19,9,3,2
446,胆のう炎,4300,110,2.346,0,49,51,2,7,11,18,28,18,16
447,急性胆嚢炎 症状,4400,110,2.344,0.175,30,70,1,9,9,18,27,22,14
448,胃酸過多 水を飲む,5000,110,2.279,0.822,38,62,1,5,6,16,22,22,28
449,ガストリン,4800,110,2.269,0.017,31,69,9,33,10,14,15,10,9
450,左下腹部の痛み 腰痛,4800,110,2.238,0.019,27,73,1,6,13,27,29,15,9
451,小腸炎,5300,110,2.135,0.119,28,72,2,10,15,23,23,15,12
452,胃がん 食事,5500,110,2.118,0.17,16,84,1,3,7,20,30,22,17
453,大腸憩室出血,5900,110,2.026,0.924,41,59,2,9,9,17,27,20,16
454,ニボー像とは,6500,110,1.963,0.025,23,77,1,39,17,19,15,6,3
455,無気肺,6600,110,1.96,0.818,27,73,1,33,20,20,15,7,4
456,縦隔,6700,110,1.917,0.108,34,66,7,30,13,17,16,10,7
457,皮下気腫,7200,110,1.887,0.008,29,71,1,38,21,17,12,7,4
458,ピロリ菌検査 方法,7100,110,1.858,0.159,29,71,1,5,13,18,26,21,16
459,肝臓癌,7000,110,1.853,0.044,39,61,1,5,10,17,23,19,25
460,クローン病 食事,7400,110,1.838,0.001,26,74,3,15,12,21,25,15,9
461,胆嚢炎 入院期間,7200,110,1.826,0.18,35,65,0,3,7,17,26,25,22
462,朝起きると気持ち悪い,7200,110,1.821,0.019,18,82,7,20,17,20,17,12,7
463,腫瘍とは,7200,110,1.817,0,44,56,10,17,15,21,19,9,9
464,脂肪便 原因,7200,110,1.789,0.451,31,69,1,11,17,24,26,15,6
465,大脳基底核,8200,110,1.78,0.137,43,57,8,38,14,14,12,8,6
466,膵臓の働き,8100,110,1.774,0.823,43,57,3,6,3,11,19,22,36
467,ポリープ 腫瘍 違い,7500,110,1.77,0.001,37,63,0,5,13,24,26,17,15
468,胃を強くする方法,8100,110,1.754,0.326,34,66,3,12,19,24,19,12,11
469,背中痛い 右側,8000,110,1.729,0.047,26,74,3,11,18,29,26,9,4
470,cag 医療,9500,110,1.604,0.547,21,79,1,50,22,16,8,2,1
471,胃のポリープの原因,8800,110,1.596,0.042,17,83,1,1,10,27,30,19,12
472,喉頭,9700,110,1.535,0.606,43,57,9,19,14,18,19,12,9
473,ガスターd錠,10400,110,1.534,0.705,33,67,1,9,12,17,20,18,23
474,レボドパ,11300,110,1.439,0.03,31,69,1,24,11,18,19,13,14
475,生理 胃痛,10700,110,1.418,0,4,96,3,14,32,40,8,1,2
476,膀胱癌 転移しやすい部位,11100,110,1.414,0.542,34,66,1,2,4,13,25,27,28
477,ミグリトール,11800,110,1.356,0.006,38,62,0,13,15,21,22,15,14
478,頸髄損傷,11700,110,1.332,0.002,40,60,2,14,14,21,20,15,14
479,緩和ケア病棟 平均在院日数,12600,110,1.323,0.531,24,76,0,2,5,17,31,24,21
480,腹部大動脈瘤破裂,3700,100,2.411,0.039,35,65,1,16,15,21,22,15,10
481,食後胃が痛い,3800,100,2.363,0.18,18,82,3,9,10,21,29,19,9
482,過敏性腸症候群 血便,3900,100,2.313,0.72,31,69,7,16,20,24,19,8,6
483,鳥肌胃炎,4100,100,2.247,0.863,27,73,1,8,22,26,22,14,7
484,夜になると胃が痛い,4500,100,2.208,0.957,12,88,2,10,22,29,21,10,6
485,背部痛 原因,4300,100,2.198,0.001,28,72,1,7,10,28,28,17,9
486,プロトロンビン,5400,100,2.106,0.806,30,70,8,22,11,14,18,14,13
487,胃びらんとは,5200,100,2.074,0.062,35,65,0,3,9,23,30,22,13
488,胃が鳴る 原因,5000,100,2.07,0.704,24,76,3,7,14,22,22,19,13
489,内視鏡検査とは,5500,100,2.038,0.01,29,71,5,19,20,20,18,8,10
490,ガスだまり 腹痛,5200,100,2.016,0.046,14,86,6,23,27,21,13,7,3
491,膵癌 症状,5700,100,2.013,0.003,28,72,1,9,10,21,26,18,15
492,網状赤血球,6500,100,1.892,0.105,32,68,3,15,12,21,23,14,12
493,ペチジン,6600,100,1.871,0.754,30,70,1,22,18,23,18,11,7
494,血便 ストレス,7100,100,1.799,0,39,61,4,21,24,24,17,6,4
495,薬の副作用はいつ消える,7300,100,1.76,0.178,18,82,3,8,13,21,20,16,19
